userId,movieId,rating,timestamp
1276,30807,3.0,1475305180
1017,144234,4.0,1731150852
7870,71682,4.0,1124404745
6440,35634,5.0,1480034029
7893,27546,2.0,1334372873
6864,18534,2.0,1591262529
7917,120737,2.0,954033922
338,117517,3.0,1276286733
879,47861,3.0,1656887656
1077,93284,2.0,1385399492
4888,23261,4.0,1467025860
3994,97074,4.0,1168099121
6361,107649,5.0,1247514580
4860,93264,4.0,1516862992
6332,510,3.0,1522259947
380,48120,4.0,1203454914
493,112108,5.0,1265337483
7209,144935,4.0,1235472198
5277,11713,5.0,1358316900
2063,60832,4.0,1424795970
3885,112799,2.0,1549610628
65,16698,3.0,1715791579
2569,120791,1.0,1545674992
5464,23157,3.0,1050915637
5249,143479,3.0,1082389225
2028,139228,4.0,1220779349
2696,73163,1.0,1665604429
1496,76898,5.0,1457450624
7231,15615,3.0,1272698339
5259,35445,4.0,1743294810
5619,73197,5.0,1219129573
6737,127729,5.0,1516675295
392,145993,3.0,1145447324
5795,26293,4.0,1085974951
4515,149435,4.0,1478723435
6433,117872,4.0,1639121709
4475,66032,3.0,1674716960
5893,22402,5.0,1721531513
3562,112532,4.0,1153820470
2279,45631,5.0,1408789801
7162,131830,5.0,977594298
6185,90837,4.0,1734021240
3100,83769,4.0,1238447372
6279,145471,4.0,1727273675
201,110427,5.0,1567956188
5960,95173,5.0,1453778720
4876,79669,4.0,1544729469
7074,14704,1.0,1639757971
3105,98030,4.0,986058535
7216,72352,3.0,1473030403
4599,142869,3.0,1045993016
2455,143269,3.0,1036350744
3646,112555,4.0,1522611163
5848,97314,5.0,992835829
805,20591,4.0,1715713595
6243,54932,3.0,1092251145
2732,25332,3.0,1412058484
5992,124804,4.0,1184497408
2774,63612,3.0,1483550842
1571,77238,4.0,1390040543
5057,113214,5.0,1569397843
7907,70631,5.0,1733447736
6757,38185,3.0,1448527699
5582,73690,3.0,1629418303
2691,17446,5.0,1403077618
3841,29672,3.0,1290285227
1029,57889,3.0,1170988938
7386,39277,3.0,1218729980
503,17325,3.0,1367789645
6911,8381,4.0,1622952986
4494,6867,5.0,1196055440
871,134110,3.0,1607065970
6939,3613,2.0,1383539093
4489,34010,4.0,1438263332
207,144676,4.0,1728061391
5135,143602,1.0,984480186
5978,12088,3.0,1191933483
7722,37772,1.0,1692594297
7036,99866,4.0,1695746831
1485,44466,1.0,1551521974
7859,86806,2.0,1562680864
7743,137124,4.0,1362963905
864,105204,3.0,1173284212
2791,92700,4.0,986111556
7409,93727,4.0,1269445743
564,73381,3.0,979466067
5117,137675,3.0,1500862133
4192,54949,3.0,1058147149
6020,68161,3.0,975445251
1758,144757,5.0,1149806378
6629,51340,4.0,996069164
7575,19739,4.0,1638235726
6375,19441,2.0,1617391501
6893,147414,3.0,975569282
1679,128565,4.0,1438979941
3243,145810,5.0,1528343443
4637,71355,3.0,1749380612
1060,39746,4.0,1357455892
6669,127039,4.0,1059190848
5280,96629,4.0,1350238264
1723,19928,5.0,1409171260
3315,41119,4.0,1202180606
3158,28374,4.0,1135206252
5916,124383,4.0,1286518386
2626,56152,2.0,1221282889
2730,70747,3.0,1496966564
6701,46312,4.0,948444386
1598,17872,5.0,1384051038
3061,84167,4.0,1537122507
2694,75747,5.0,1312802168
4892,3445,5.0,1604618372
5148,54004,3.0,1662804028
5740,70122,5.0,1268993095
3628,134439,3.0,1036109405
1364,28937,3.0,1165600909
7966,88944,3.0,1691174761
1982,147899,2.0,1743466878
5451,114646,3.0,1607927612
1664,135197,3.0,1338987126
1530,57099,2.0,1126461734
2039,65818,4.0,1508448467
7516,127880,4.0,1123076661
5593,69457,4.0,1450162092
3303,137613,4.0,1560818129
2238,122597,3.0,1590731451
7393,11964,2.0,1541288004
5505,105390,4.0,1276857624
5497,45671,5.0,1755138212
1307,919,4.0,1085482079
4030,71231,1.0,1109299505
6777,95490,5.0,1007510685
2676,22870,1.0,946719048
5069,53422,3.0,1613877998
5865,41864,5.0,1243792585
1283,110693,5.0,1121368864
7527,51250,2.0,979811653
710,21356,5.0,1120288187
5576,3074,3.0,1537429524
5531,4949,2.0,1171954340
4745,148525,4.0,1538983046
4414,36469,2.0,1717224188
3749,63027,5.0,1540128510
7393,134067,2.0,1052282331
7987,85774,5.0,1145268132
5354,135049,3.0,1598039999
4780,30074,3.0,1182787736
664,4955,3.0,1215458816
1999,140729,4.0,1437114165
7995,35912,5.0,1420663890
3446,139041,4.0,1526374882
3744,52061,3.0,1255784261
5728,134680,1.0,1641912770
1496,79522,2.0,1426792196
3305,146489,3.0,1169868858
3764,19445,2.0,1437153690
5233,14644,4.0,1147631048
1854,65094,5.0,1161325743
5617,99770,3.0,1627832550
6586,110407,5.0,1614803332
4660,51076,5.0,971967512
1292,64122,5.0,1657753860
3582,8612,5.0,1188463786
7975,77264,3.0,1497596789
3458,141902,4.0,1764406173
7555,11730,5.0,1452458894
7281,26662,4.0,1365881777
1637,83039,5.0,1116628644
3697,129233,4.0,1476489351
3000,146190,4.0,1155193212
3153,16300,3.0,1058524521
699,25877,3.0,1442347571
2161,1825,3.0,1748595575
4098,83353,5.0,1445485727
4738,30455,5.0,1665881409
6364,113194,3.0,1689273299
5686,15305,2.0,1259555339
855,102790,4.0,1487058763
5856,31101,4.0,1453355547
7393,139665,2.0,1749585978
6529,72220,4.0,1376460256
3475,105604,2.0,1628229348
5758,45368,4.0,1044856275
5250,74362,3.0,1016419208
5173,5854,5.0,1427956073
1708,99467,2.0,1013167320
2778,58833,5.0,1630917719
5792,57020,2.0,1497579062
1734,83690,4.0,1555627959
5536,28649,2.0,1044163609
6391,122140,5.0,1184029814
4932,838,5.0,1633657684
3511,100066,4.0,1512331640
203,61842,5.0,1031178996
3256,72105,1.0,1670040752
4219,1908,4.0,1031379192
4497,49840,3.0,1654410345
767,44252,4.0,1015767975
4390,133018,4.0,1052665472
2328,111749,3.0,1215262347
2932,60979,4.0,1053091236
7778,130421,3.0,1148967817
198,14150,4.0,1359537516
7126,122054,5.0,1628840505
1931,128583,3.0,1116049009
3583,130630,4.0,1720231787
6896,131210,5.0,1500094471
6288,69056,4.0,1123676012
609,121387,1.0,970414122
3273,14944,4.0,1275611457
1148,110818,4.0,1248686158
4283,33805,2.0,1731396329
3398,34641,3.0,1004943102
2512,20605,4.0,1146737925
7517,27482,5.0,1724422528
1795,3114,5.0,1018741879
660,55109,4.0,991670609
2812,90669,3.0,1437189181
7099,71775,3.0,1207924476
6052,128575,3.0,1198319842
6547,68620,5.0,1104179451
1370,43273,3.0,1113723792
1987,113210,5.0,1013904025
5631,97809,4.0,1457210376
147,46565,1.0,1312315837
3220,63358,4.0,1267045599
2912,145433,3.0,1666606962
1735,59706,2.0,971805800
1844,35531,4.0,1636791473
489,48171,3.0,1361043687
2977,32780,4.0,1333916858
1960,75820,5.0,965720154
5760,141270,1.0,1599188028
6695,89130,5.0,1512300645
2386,128794,3.0,1564187912
2920,133678,5.0,1137579062
4737,82557,2.0,1731309912
1803,54739,3.0,1402182097
6617,15610,5.0,1710066024
6066,380,3.0,1641767847
6295,46824,5.0,1302478903
5535,142115,4.0,1624778816
4062,56681,4.0,1335246106
3370,61736,4.0,1288761095
5731,111681,3.0,1203606802
263,42596,3.0,1183994310
5884,62071,4.0,1431327637
6288,24899,2.0,1195940383
6490,20993,5.0,1684581027
624,72131,5.0,1622731282
1017,143567,4.0,955794159
3644,66812,5.0,1391806590
4977,24417,4.0,1181826778
2050,23399,4.0,1255540608
7041,124002,2.0,1346311737
5424,131453,4.0,1084322592
6398,25214,4.0,1706970254
3724,6566,3.0,1257798429
4549,113905,4.0,1698794569
3109,77715,4.0,1499441927
5280,140811,4.0,1336585332
4091,49145,4.0,1368020648
7159,29858,5.0,1321569963
2057,73389,3.0,1239471955
7401,101269,3.0,1301595868
3171,86789,4.0,1706097238
1683,57210,5.0,1403002390
6960,58577,5.0,969561328
2256,146219,4.0,1683998752
1155,37872,5.0,1048040371
4500,1924,4.0,1186322436
6296,146146,1.0,1568465144
6198,105450,5.0,1756906985
3192,6649,5.0,1447015823
1697,90025,5.0,1370481216
3992,30371,4.0,1706621028
4724,68065,4.0,1349000671
4683,2175,4.0,1164441287
1649,141018,4.0,1213243169
5540,141062,3.0,1229698974
1446,108372,5.0,1468442899
4200,90309,3.0,1208668352
3924,33691,1.0,1410440930
254,4572,4.0,1030262488
7395,106618,4.0,960230180
3184,90591,5.0,1019752452
2558,55204,4.0,1130320674
5593,129920,3.0,1005534816
99,111864,4.0,1615839654
2201,123934,3.0,1664918190
5981,133422,4.0,1426690079
2962,69446,4.0,1609026805
6016,136647,5.0,1322660542
4974,65720,3.0,1538265762
4434,121716,5.0,1404945962
3778,43653,3.0,1037905233
2870,94079,4.0,1237723240
3235,146018,4.0,1471002092
3792,122831,1.0,1123025804
957,1300,5.0,1121176885
5801,100084,3.0,1674648459
4068,27403,3.0,1021611004
161,131997,5.0,1402353850
5700,73196,4.0,1107662814
6945,91410,5.0,1137210966
4494,33080,1.0,1065598014
1301,89824,4.0,1355688163
4912,44737,4.0,1130200273
3988,93860,5.0,1496225860
1528,128580,4.0,1716565515
6016,60887,3.0,1049054368
5512,45712,4.0,1616885109
5255,10451,2.0,1484721888
1219,33347,5.0,1536270131
4497,25746,3.0,1100358188
4736,79741,3.0,1461952413
3105,100303,2.0,1544196074
2736,51377,3.0,1542524792
4556,77560,4.0,1117611043
955,41566,2.0,977030581
4566,115545,5.0,1613922299
3447,60093,5.0,1203992280
1046,133466,3.0,1279627342
6894,10250,3.0,1429281092
1694,73738,4.0,1110540043
6182,94003,4.0,1172353601
6374,138107,5.0,1040099285
3437,83268,4.0,1242670282
563,144158,5.0,1673149878
2486,53616,4.0,1623697415
5896,114050,3.0,1350653549
3355,112274,5.0,1604605128
6171,117776,5.0,1113025748
226,83180,4.0,1453531880
7445,73098,4.0,1245810688
4894,56388,2.0,1384210077
7777,103896,2.0,1294869922
6428,511,4.0,1466343692
7023,144833,2.0,1536713199
960,82683,3.0,1174589039
5601,78837,5.0,1717169055
4549,21337,4.0,1016764367
3068,89501,5.0,1530795381
7997,25782,1.0,1361855573
816,127330,4.0,966280634
4755,143237,3.0,1599063821
7684,114040,5.0,1300611093
4643,12851,5.0,1082366275
5312,112601,3.0,1656183933
3121,50084,5.0,1100785997
7680,144531,4.0,1665036175
17,123824,3.0,1147335771
7340,113245,5.0,1675514114
1244,93311,3.0,1543368259
2206,102224,3.0,1643983598
2525,15720,4.0,1481702970
1070,139963,3.0,1552775666
3445,56609,3.0,1336453911
2566,86015,5.0,1521273590
6243,44137,4.0,1100036267
5865,43248,4.0,1077557676
1061,8021,4.0,1283589486
2328,103414,5.0,977505834
3421,115517,4.0,1210702279
6641,58872,4.0,1245260918
302,68146,4.0,966768356
4277,9446,5.0,1764930965
607,81279,4.0,1466844880
3171,110822,2.0,1445944533
700,12846,3.0,1359119860
5089,39171,5.0,1706009091
1140,62427,3.0,1468235769
191,130429,4.0,1606328956
2301,76049,5.0,992759475
981,58104,3.0,1406298203
2976,50020,5.0,1643483578
6103,72684,4.0,1051680571
1185,118100,2.0,1619109868
3328,110592,4.0,1468363247
3395,88654,4.0,1351583724
128,60363,1.0,1503069440
2066,130550,4.0,1105883603
1817,67141,4.0,1413138001
5855,83910,5.0,1105275304
6710,114207,4.0,1036074530
570,1458,5.0,1058133527
5443,100796,3.0,1728919464
1896,144895,4.0,1509558020
2734,141418,4.0,1413312183
3864,139805,4.0,990644437
4722,12929,4.0,1765996270
7456,40583,2.0,1326000343
4015,123806,5.0,1594754255
2902,110259,4.0,1250155633
1687,76850,4.0,1456515425
3010,36069,5.0,1311970255
7807,16083,4.0,1388997263
155,86328,5.0,1422301155
2538,10763,4.0,1618687842
1410,115023,4.0,1062789835
4058,92242,4.0,1190746590
785,103613,3.0,1551048331
3176,6005,5.0,1429238271
7561,101884,3.0,988754133
7979,71260,2.0,1674910385
4342,144549,3.0,1103043135
7344,19028,5.0,1332321815
7207,10033,5.0,1124182285
5597,35970,5.0,1584680258
5802,147862,5.0,1607553223
2807,58692,4.0,1438376784
538,36514,2.0,1695546920
5987,28253,1.0,1093259080
1842,147418,3.0,1126758096
5017,43754,2.0,1272095706
2456,45942,5.0,1236021721
525,124165,5.0,1490753818
6972,79564,3.0,1128857546
5626,93376,5.0,1383689673
2951,2738,4.0,986362946
7993,70209,5.0,1313038373
4132,105662,2.0,1071988268
4781,56814,4.0,1575166373
4116,81392,2.0,1495824599
2369,65194,4.0,1690500461
3848,37984,4.0,958478068
6656,76821,3.0,1580435302
4496,49516,4.0,1003146586
2702,15431,4.0,1653530725
972,65236,4.0,1085675082
6003,64940,3.0,1458355549
6615,67891,4.0,1546059420
1167,3495,5.0,1030511029
5212,71797,1.0,1276254289
7522,18105,4.0,1542484565
4930,81540,3.0,1589542328
5920,62906,3.0,1096704488
2775,97645,2.0,1433568033
1983,127046,5.0,968810879
854,112279,4.0,1031141152
4147,105819,3.0,1423744687
3737,47066,3.0,1573492425
3770,84911,3.0,1653451249
575,117214,5.0,1042557423
3262,23061,3.0,1184266061
1149,121493,1.0,948572549
6294,94116,5.0,1421211450
6458,69389,2.0,1697420462
6714,4433,4.0,1137616950
7510,49514,5.0,1343718376
6449,127030,5.0,1117214010
1716,7334,4.0,1446899684
4778,76132,5.0,1678719840
4934,121486,3.0,1654189056
3855,132686,1.0,1005738366
5174,93600,5.0,1735244093
7147,40001,5.0,1272807182
2492,34343,5.0,1246726149
2661,30311,2.0,1203616381
7137,80633,3.0,1007734177
6408,78801,4.0,997506719
3125,133876,5.0,959957437
5692,87082,3.0,1373610591
3052,73029,5.0,1167018120
7788,58468,3.0,1346069659
5,146500,3.0,1133777870
5223,22852,5.0,1237805189
5316,33086,2.0,1707157602
4870,136536,3.0,1660307993
877,64075,3.0,1402440496
992,95243,3.0,1335293079
7028,3930,5.0,1353039423
7518,67029,5.0,1324757913
4143,31978,3.0,1277798369
7011,76883,4.0,1419372343
6967,60123,4.0,1752786147
7080,114844,5.0,1588085207
7988,78786,4.0,1236569465
6800,12648,5.0,1255009965
4365,145891,5.0,1377785094
4466,148522,4.0,1286013638
636,103692,2.0,1140729911
5226,15977,2.0,1358454912
1694,85118,4.0,1726753828
1683,61490,5.0,1509746210
4753,35997,3.0,1075600203
120,95036,5.0,952795657
831,132888,3.0,1672301403
5907,14007,2.0,1161643894
3676,79606,4.0,1336756218
5178,77939,3.0,1494755634
6071,135103,4.0,1624946299
1370,39274,4.0,1287630741
741,57640,5.0,1420803619
7642,148578,5.0,1182156419
117,6223,5.0,1336715092
5950,105304,3.0,1266791184
2839,85739,4.0,1622266172
1151,4100,4.0,1701793826
7561,127989,3.0,1467120377
1932,95913,3.0,970158601
1013,96392,3.0,1450736974
1665,15248,5.0,1652903024
1082,109715,2.0,1419333324
4730,137873,3.0,1293322854
513,100894,5.0,1655798627
7919,119590,2.0,1158046384
2850,55388,2.0,1349394426
5216,28197,3.0,1550439416
7806,27988,4.0,1377168699
5238,85656,4.0,1725544681
560,43522,1.0,1033876866
3673,33672,4.0,1037536793
4584,132652,4.0,1381753372
7405,140849,5.0,1255113075
4993,113101,1.0,1732747661
3344,37770,5.0,1648587236
5309,85955,4.0,1682450870
4071,4076,5.0,1336070236
4800,87377,1.0,1538823245
1471,85588,1.0,1208917436
581,12865,3.0,1298945537
6934,92507,3.0,987299915
7005,138429,2.0,1593510086
2295,67032,1.0,1415861392
3148,68541,3.0,1388226802
4250,121130,4.0,954816755
1680,128861,4.0,1752818472
3507,146032,1.0,1297780083
5093,37478,4.0,1225168681
7254,734,5.0,1464726736
2745,124819,3.0,1211675343
3357,78592,3.0,1400229418
4046,57625,5.0,1177155056
1244,9829,4.0,1295686660
5189,92670,5.0,1647182791
3119,108316,2.0,1255376028
5105,100107,4.0,1015459879
2142,66369,3.0,1500798263
5870,10458,3.0,1329183918
5054,33359,3.0,1377057618
3060,97080,4.0,951895379
4549,18431,3.0,1275765389
5324,55817,4.0,1750553175
2960,124078,3.0,1215763186
2266,9632,4.0,964095474
6618,74537,4.0,1434488912
2480,137898,5.0,1689485903
6485,140469,5.0,1316155323
4647,6427,3.0,963567155
1636,27870,4.0,1325133544
5409,110763,4.0,1604788281
7422,142703,1.0,1409410877
1758,116747,1.0,1755239699
4453,71562,4.0,1031065201
2071,138964,2.0,1099872211
5882,54707,5.0,1704473033
6666,127854,5.0,1245376991
5878,140981,4.0,1108204038
7268,90131,3.0,1486003444
2850,109031,2.0,1511178664
3252,108093,3.0,1072183710
7391,107327,3.0,1562784199
6906,9407,5.0,1146204742
3731,148918,2.0,1764361425
2490,124378,5.0,1389239402
1632,69867,3.0,1401209355
2817,14423,3.0,1070099583
1016,4992,4.0,1540970676
1349,125639,4.0,1630371111
4612,3129,3.0,1137915645
3088,83745,5.0,1631009923
2840,79803,5.0,1048393552
336,33383,5.0,1417900232
5879,66625,5.0,1651169914
6402,83967,2.0,1737760497
4593,91498,3.0,1426760541
896,84611,4.0,1244202656
6304,73674,3.0,1336984275
3547,75866,4.0,1137855513
852,18813,4.0,1614362314
1688,9106,5.0,1078185198
1932,107217,4.0,1592122141
6834,106207,4.0,1621391231
3747,45326,4.0,1053739552
2428,119835,5.0,1698717913
1569,98637,5.0,1236316093
4001,34680,3.0,1705903440
5053,120869,1.0,1445282860
2739,88611,4.0,1349845230
3499,103982,5.0,1350313858
5733,60190,5.0,949994362
5388,40683,4.0,1366948415
7745,68332,2.0,997423740
5537,77354,4.0,997146938
5288,55046,4.0,1184624352
3914,67032,1.0,1624139355
1067,35505,5.0,1289459091
7724,92372,4.0,1033262416
4381,88287,2.0,1062326646
2445,111680,5.0,1260051050
4108,114250,3.0,1351087369
5727,40153,4.0,1161942212
3374,143511,3.0,1245508987
3970,75926,4.0,1225272341
7421,92101,4.0,993082812
2547,94816,4.0,974409087
754,19909,4.0,1700639206
2083,85652,5.0,1190959724
2775,137801,5.0,1287003257
2897,138928,3.0,986844353
4186,45201,1.0,1285569728
776,21536,5.0,1708963001
6749,135729,4.0,1759051143
7114,140787,3.0,1368098454
1626,52802,4.0,1576105926
3070,1045,4.0,1170352886
418,105574,5.0,1025491126
115,92381,4.0,1174994300
617,63124,2.0,1557423434
3975,109042,5.0,1598077059
3268,128911,3.0,1344374211
826,112650,3.0,1546420315
7669,112341,4.0,1742534077
5746,108013,4.0,997274623
1517,23830,4.0,1293083603
3147,103758,4.0,1107438904
413,4596,4.0,1513098262
7544,120701,5.0,962528790
7588,128499,3.0,970579739
729,2591,4.0,1751561253
3349,148200,4.0,1367384697
7165,138894,4.0,1750320699
2809,52660,4.0,1354987639
676,26288,1.0,960098622
3466,144711,4.0,1012223361
5989,32115,4.0,1562733326
2505,116992,3.0,1500854562
2968,110302,4.0,998601648
6336,103318,4.0,1318008373
2787,119031,1.0,1066175899
7857,20115,3.0,1210740933
1123,125298,4.0,1205817474
4080,73672,4.0,1266302473
1572,6263,3.0,1185244539
5074,51877,3.0,1744956968
5105,125912,3.0,1650019425
2144,97211,5.0,1661127965
1688,56094,5.0,1704717771
6807,69636,1.0,1551737978
7358,138818,1.0,1399256492
7904,48158,4.0,1226722469
4133,44447,3.0,1689976423
3852,113514,3.0,1762655089
3441,8448,5.0,1414416456
3767,146032,3.0,1120315235
5645,64989,2.0,1249407589
2327,101357,4.0,1191396081
6361,116119,5.0,1559541161
2915,41657,1.0,1266335558
4969,52399,4.0,1099008719
5918,133348,4.0,1456148020
5393,97622,3.0,1392605492
3953,48243,4.0,1156355548
6206,23939,2.0,1516548404
596,9984,4.0,1350097050
6000,76844,3.0,1314074427
729,92120,2.0,1011599846
1366,68067,5.0,1542243762
4493,129946,2.0,1305334047
699,30026,3.0,1059895563
7187,145698,2.0,1099409692
6321,57918,4.0,1505877066
5732,130708,2.0,1615984225
396,70166,5.0,1555009439
6589,93291,3.0,1292554830
7401,108201,5.0,952617915
4172,125527,4.0,1095533948
4361,121938,3.0,1329007049
2503,115952,3.0,1742669028
1820,7052,4.0,1672545752
718,139248,4.0,1420689298
2783,93032,4.0,1358068445
7552,96589,4.0,950458590
7732,96645,5.0,1007867253
4947,122852,4.0,1267304075
3578,51413,3.0,1543802067
5487,32223,2.0,1592634823
144,67697,1.0,1012417804
4981,3952,4.0,1498387524
3141,145095,4.0,1156150766
7267,80843,5.0,1460752517
4492,57126,2.0,1190586083
7193,107072,3.0,963319653
7092,141563,3.0,1048461286
2939,80703,3.0,1297543536
5589,6795,4.0,967023020
7652,143596,2.0,1691638393
3637,84686,2.0,1156377566
3223,98438,2.0,1441021778
1168,82128,4.0,1266435592
2617,34541,4.0,1666120669
1063,97702,5.0,1566822860
2157,8264,4.0,1706600236
7861,56370,4.0,1442462006
5162,60717,4.0,1236881038
5306,1511,4.0,1424557374
2983,20918,3.0,1151514104
6542,108998,2.0,1159944920
3295,67394,4.0,1233229055
4730,8380,4.0,953679819
1157,13991,3.0,1660790322
7331,67439,2.0,1373676553
5335,131420,4.0,1461007066
733,106301,3.0,1586728400
4331,47709,5.0,1393312418
6802,54519,4.0,1577114713
4847,140449,3.0,1213401395
6732,27710,4.0,1276517345
7177,86259,3.0,1472759177
7242,137645,3.0,1231319362
954,60194,4.0,1356639553
2540,139232,4.0,1449300487
7057,92882,4.0,955168175
3325,98187,4.0,1364560084
3302,38425,3.0,985183567
1543,17372,3.0,1670115143
5294,90285,4.0,1673309069
5773,35993,2.0,1361909036
1192,36821,4.0,1075813649
6314,58227,3.0,1675497221
5513,71468,4.0,1287699489
2994,107259,3.0,956518911
6939,48717,4.0,1432708039
2682,79522,3.0,1158575559
1218,126831,4.0,1220497003
1541,38918,5.0,1706554189
6173,139336,3.0,1507511590
3237,29238,4.0,1471685219
5542,90536,4.0,1596179068
2387,103841,4.0,1403226414
3720,102828,5.0,1368455236
5616,60748,5.0,1454340639
1389,64490,4.0,1328614643
1857,30767,4.0,1540020532
1366,141206,4.0,982130396
500,108074,5.0,1706578687
1681,137741,3.0,1652111926
511,29654,2.0,1438108310
7495,37807,5.0,1093172296
4313,67677,5.0,1310619198
1325,42331,4.0,1532570877
1156,148022,4.0,1491578983
1828,15971,5.0,1094589516
3142,124110,1.0,1425260056
7420,68152,4.0,1239772982
3487,141186,5.0,1181887899
1811,14275,3.0,1033484248
6589,106205,4.0,1318634903
2924,104596,5.0,959849738
5302,102800,1.0,1426053381
2215,73646,5.0,1176242958
4187,87940,3.0,1249243580
714,141430,3.0,1044151928
5978,1673,4.0,1088973304
3603,88591,4.0,1617477400
4135,78027,3.0,1185511823
7294,37866,2.0,1203261739
3523,21865,4.0,1679762956
4269,8483,3.0,1389955154
4749,88907,4.0,1502686805
4850,11645,4.0,1463592224
1244,23107,3.0,1628124475
3710,113596,2.0,1758603449
1082,13423,5.0,1548867224
5780,70273,4.0,1175364233
6620,86671,4.0,1672532162
456,69944,4.0,1464315255
4925,59600,5.0,957276124
895,50535,5.0,1751931289
1385,149415,4.0,1760161862
1959,100082,5.0,1136972788
3073,97145,4.0,1688858809
6531,1409,5.0,1346931382
1997,88356,3.0,1586292371
6492,25589,2.0,1301139506
4286,30908,5.0,1108979148
505,22758,3.0,1251985753
1215,41092,4.0,1471960449
1532,142284,5.0,1359484333
3441,114209,3.0,1645161425
7577,129155,4.0,1254063547
824,86488,5.0,1765169680
929,7045,2.0,1155973985
5030,145231,2.0,1207195522
5237,96694,2.0,1277460052
134,99720,4.0,1307488859
2106,91410,5.0,1532663868
3628,13448,5.0,975824836
4781,95502,3.0,1217329811
6816,3140,3.0,1237925784
6317,69009,4.0,1680857242
1853,135252,5.0,1494790750
4911,117854,4.0,1178416831
5269,67246,5.0,1444307042
4176,118595,4.0,1448576871
2934,42448,2.0,1408741883
3285,1122,4.0,1589739394
4299,5476,3.0,1362698553
2812,51440,3.0,1559926117
5349,65756,4.0,1302909110
5796,145367,3.0,1489994678
1251,4510,3.0,1530172496
5779,139131,2.0,1161940828
5652,91118,5.0,1757183883
3513,145184,5.0,1384978771
7570,71894,3.0,1088352601
6191,122766,4.0,1398893481
1257,95692,2.0,1319455503
3377,149452,4.0,1637981569
5646,67956,4.0,1216993512
5263,131851,4.0,1037176063
3487,694,3.0,1381496007
3585,50953,3.0,1624594878
1397,50559,5.0,1072786905
3638,127538,3.0,1253723373
3331,64318,4.0,1410988949
2704,145804,1.0,1252460803
471,9159,5.0,1168012808
7115,90395,4.0,971319346
